guid,external_id,upload_id,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,type,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,pr_count,kudos_count,comment_count,athlete_count,photo_count,total_photo_count,map,trainer,commute,manual,private,flagged,gear_id,gear,average_speed,max_speed,device_watts,has_kudoed,best_efforts,segment_efforts,splits_metric,splits_standard,average_watts,weighted_average_watts,max_watts,suffer_score,has_heartrate,average_heartrate,max_heartrate,average_cadence,kilojoules,average_temp,device_name,embed_token,calories,description,workout_type,photos,instagram_primary_photo,partner_logo_url,partner_brand_tag,from_accepted_tag,segment_leaderboard_opt_out,highlighted_kudosers,laps,time,latlng,altitude,heartrate,temp 
,572016d3904a8c3dd7155fdceb04595f,1814313640,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,4527.8,0:14:33,0:14:34,32.4,309.5,266.0,Ride,2018-07-08T21:38:01+00:00,2018-07-08T17:38:01,America/New_York,-14400.0,"33.77,-84.38","33.77,-84.37",,,,33.77,-84.38,0,0,0,0,1,0,0,"{'id': 'a1690063420', 'polyline': None, 'summary_polyline': '}ncmEvl`bOaLmAj@s[wc@_CSuaAnUgPng@oI'}",False,False,False,False,False,,,5.186,10.2,False,False,,,,,74.2,,,,False,,,,64.8,,,,,,10,,,,,False,,,,,,,,
,1b9fccaf2d5ca303754198ae7efaa8ae,1814203420,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,5218.4,0:15:02,0:15:10,72.1,309.2,266.0,Ride,2018-07-08T20:26:45+00:00,2018-07-08T16:26:45,America/New_York,-14400.0,"33.77,-84.37","33.77,-84.38",,,,33.77,-84.37,2,1,0,0,1,0,0,"{'id': 'a1689976506', 'polyline': None, 'summary_polyline': 'clbmEd_|aOoSlKai@rIkTdOXnbAtc@zBg@|Z`MrA'}",False,False,False,False,False,,,5.785,13.5,False,False,,,,,106.0,,,,False,,,,95.6,,,,,,10,,,,,False,,,,,,,,
,363f81de9631b0b6832d2541148cfb30,1802954935,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,5233.9,0:17:00,0:19:05,59.8,296.0,265.4,Ride,2018-07-03T21:11:50+00:00,2018-07-03T17:11:50,America/New_York,-14400.0,"33.79,-84.4","33.77,-84.37",,,,33.79,-84.4,4,1,0,0,1,0,0,"{'id': 'a1679121656', 'polyline': None, 'summary_polyline': 'ouemE~lbbOyDAc@iNu@gv@fBcIcAqDb@{V`Jy@xBjBbAwApAaU`CqDMkB|BSp@iCBaSzTuNjf@gH'}",False,False,False,False,False,,,5.131,10.3,False,False,,,,,102.9,,,,False,,,,105.0,,,,,,10,,,,,False,,,,,,,,
,f6fc5c21ed97bad8ffc2054136cbaf67,1801844572,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5694.0,0:20:38,0:24:34,66.3,296.0,264.8,Ride,2018-07-03T12:29:57+00:00,2018-07-03T08:29:57,America/New_York,-14400.0,"33.77,-84.37","33.79,-84.4",,,,33.77,-84.37,0,0,0,0,1,0,0,"{'id': 'a1678044053', 'polyline': None, 'summary_polyline': '}kbmEf_|aOaVpK}f@lIwSpN[pVkCZJlBmCtEy@bS{@tA{C{AaHj@gBrDh@tPa@fK_An@vAzP}@xGbA`B_AhF~@f@Nfb@~FJ'}",False,False,False,False,False,,,4.599,12.8,False,False,,,,,87.8,,,,False,,,,108.7,,,,,,10,,,,,False,,,,,,,,
,e8609afcbe14fcee6e2abbe26a9f02ef,1800710837,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,5366.5,0:18:04,0:19:22,60.7,296.0,266.0,Ride,2018-07-02T21:15:46+00:00,2018-07-02T17:15:46,America/New_York,-14400.0,"33.79,-84.4","33.77,-84.37",,,,33.79,-84.4,4,1,0,0,1,0,0,"{'id': 'a1676945584', 'polyline': None, 'summary_polyline': '_xemE`nbbOp@UcDASyf@oAiIjAmFk@uMz@gBAua@nIiAdCbC|AwCx@_SvBoEzCOcDmAvBIn@cCJsSlVmOje@mH'}",False,False,False,False,False,,,4.951,9.9,False,False,,,,,90.9,,,,False,,,,98.6,,,,,,10,,,,,False,,,,,,,,
,f3089c744a403d7077ef2779fd78bfd8,1799689261,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5651.2,0:19:16,0:22:51,65.1,296.0,266.0,Ride,2018-07-02T12:27:27+00:00,2018-07-02T08:27:27,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,0,0,0,0,1,0,0,"{'id': 'a1675951106', 'polyline': None, 'summary_polyline': 'ilbmEd_|aOwUxKeg@jIaSvMGrSu@fCqBJLbBwD`Ic@|PeFg@{IjBRf^_BjBdArGqAdAbA`G|@|u@fGPx@rA'}",False,False,False,False,False,,,4.889,13.9,False,False,,,,,95.0,,,,False,,,,109.8,,,,,,10,,,,,False,,,,,,,,
,f701d5782bdd8f54a65d93e414496198,1792958990,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5462.7,0:18:34,0:22:54,68.9,296.0,266.0,Ride,2018-06-29T11:42:14+00:00,2018-06-29T07:42:14,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,0,0,0,0,1,0,0,"{'id': 'a1669478854', 'polyline': None, 'summary_polyline': '}kbmEf_|aOuQ`J}l@tK_QnL]`[}Cb@oD`Hg@lQkPhAI|b@wA`IrAvRg@~FfAna@dIb@'}",False,False,False,False,False,,,4.904,14.3,False,False,,,,,94.7,,,,False,,,,105.5,,,,,,10,,,,,False,,,,,,,,
,60a38e1a72f31aa36544da3370b12b7f,1791930904,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,6338.0,0:16:54,0:18:41,79.6,296.0,266.0,Ride,2018-06-28T20:45:40+00:00,2018-06-28T16:45:40,America/New_York,-14400.0,"33.78,-84.4","33.77,-84.37",,,,33.78,-84.4,2,2,0,0,1,0,0,"{'id': 'a1668489237', 'polyline': None, 'summary_polyline': '_pemEbobbOcA{@zHtAaCnBp@~Bj@_EsBnEoE}HyEHaAgETsw@oAqLjCcDoAcEP_WbIw@bCpBpA_BrAiTjBwDlDw@HkZlTgNpg@oI'}",False,False,False,False,False,,,6.25,33.3,False,False,,,,,112.0,,,,False,,,,113.5,,,,,,10,,,,,False,,,,,,,,
,d1354f90ef348fd57ab0b7f6cec183d0,1790973558,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5485.1,0:18:39,0:19:54,69.9,296.0,266.0,Ride,2018-06-28T12:20:54+00:00,2018-06-28T08:20:54,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,0,0,0,0,1,0,0,"{'id': 'a1667558700', 'polyline': None, 'summary_polyline': 'glbmEd_|aOePrIom@zKoRnMEbZeDh@sChFs@xRqQdBBzt@[nFu@Df@xIz@LTb`@j@xBpELz@uA?nB'}",False,False,False,False,False,,,4.902,11.7,False,False,,,,,98.4,,,,False,,,,110.1,,,,,,10,,,,,False,,,,,,,,
,94c9b1004aeb423c6b6e9f9e72956645,1756710418,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,6860.4,0:23:27,0:26:01,90.5,304.0,265.8,Ride,2018-06-12T21:20:40+00:00,2018-06-12T17:20:40,America/New_York,-14400.0,"33.78,-84.4","33.77,-84.37",,,,33.78,-84.4,0,0,0,0,1,0,0,"{'id': 'a1634777977', 'polyline': None, 'summary_polyline': 'asemEnpbbOsHsAv@fDvRw@xAiFnE?WqEvTMZcH|Fe@BwZvASbBul@od@cDKmbA~SsNrh@gJ'}",False,False,False,False,False,,,4.876,11.9,False,False,,,,,100.9,,,,False,,,,142.0,,,,,,10,,,,,False,,,,,,,,
,37f3fee88ad299213298582b7a1bb466,1755539547,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5577.8,0:17:57,0:20:49,65.8,296.0,266.0,Ride,2018-06-12T12:38:28+00:00,2018-06-12T08:38:28,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,2,1,0,0,1,0,0,"{'id': 'a1633652280', 'polyline': None, 'summary_polyline': 'elbmEd_|aOyOrIwl@nKyShNBzYiDl@iCvEy@`SwAlByByBsJfBExQfAzAwB|IfAxUqA~DtAhC{@vEvAbd@~KR'}",False,False,False,False,False,,,5.179,15.7,False,False,,,,,100.1,,,,False,,,,107.8,,,,,,10,,,,,False,,,,,,,,
,9f4e2499c907bafb25d7854e6ee0b3e1,1743073288,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,6780.0,0:21:10,0:25:30,89.1,304.0,265.8,Ride,2018-06-06T21:02:29+00:00,2018-06-06T17:02:29,America/New_York,-14400.0,"33.79,-84.4","33.77,-84.37",,,,33.79,-84.4,1,0,0,0,1,0,0,"{'id': 'a1621892682', 'polyline': None, 'summary_polyline': 'yvemEzlbbOyDRf@~CfRMhC_GjESMgEfSFt@uHzFIIwVVeDpBi@dAcl@ud@_DGcbAxTwNvg@sI'}",False,False,False,False,False,,,5.339,11.7,False,False,,,,,111.9,,,,False,,,,142.2,,,,,,10,,,,,False,,,,,,,,
,750f8cc62913a867156c36027790cb1b,1741879496,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,6008.0,0:20:51,0:21:51,78.4,296.4,266.0,Ride,2018-06-06T12:30:34+00:00,2018-06-06T08:30:34,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,1,0,0,0,1,0,0,"{'id': 'a1620780132', 'polyline': None, 'summary_polyline': 'albmEb_|aOmPrIok@dKkThNG|YoDx@aClEq@vR_BxByBkBiJrA@bUiAtDjAnDkA\\j@dEqADDdEpBnDqA|H`AlCs@bEbAxERv\\nLjA}@s@'}",False,False,False,False,False,,,4.803,13.6,False,False,,,,,98.3,,,,False,,,,123.0,,,,,,10,,,,,False,,,,,,,,
,92044ef659cec180a77090768c82aab6,1740583358,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Afternoon Ride,6780.0,0:21:25,0:24:02,89.3,304.0,265.7,Ride,2018-06-05T21:14:06+00:00,2018-06-05T17:14:06,America/New_York,-14400.0,"33.79,-84.4","33.77,-84.37",,,,33.79,-84.4,1,0,0,0,1,0,0,"{'id': 'a1619655077', 'polyline': None, 'summary_polyline': 'evemEjlbbOaETXzCrSa@xA_FjE@IqE|SC\\iH`GSBkZ|BwB|@ak@gd@wCMwbAbVaOnf@mI'}",False,False,False,False,False,,,5.276,11.8,False,False,,,,,108.7,,,,False,,,,139.7,,,,,,10,,,,,False,,,,,,,,
,fbf6715a712e8784b820a3d715f0dc02,1739436990,"{'firstname': None, 'lastname': None, 'profile_medium': None, 'profile': None, 'city': None, 'state': None, 'country': None, 'sex': None, 'friend': None, 'follower': None, 'premium': None, 'created_at': None, 'updated_at': None, 'approve_followers': None, 'badge_type_id': None, 'follower_count': None, 'friend_count': None, 'mutual_friend_count': None, 'athlete_type': None, 'date_preference': None, 'measurement_preference': None, 'email': None, 'clubs': None, 'bikes': None, 'shoes': None, 'super_user': None, 'email_language': None, 'weight': None, 'max_heartrate': None, 'username': None, 'description': None, 'instagram_username': None, 'offer_in_app_payment': None, 'global_privacy': None, 'receive_newsletter': None, 'email_kom_lost': None, 'dateofbirth': None, 'facebook_sharing_enabled': None, 'ftp': None, 'profile_original': None, 'premium_expiration_date': None, 'email_send_follower_notices': None, 'plan': None, 'agreed_to_terms': None, 'follower_request_count': None, 'email_facebook_twitter_friend_joins': None, 'receive_kudos_emails': None, 'receive_follower_feed_emails': None, 'receive_comment_emails': None, 'sample_race_distance': None, 'sample_race_time': None, 'membership': None, 'admin': None, 'owner': None, 'subscription_permissions': None}",Morning Ride,5533.6,0:17:52,0:19:04,68.5,296.0,266.0,Ride,2018-06-05T12:38:40+00:00,2018-06-05T08:38:40,America/New_York,-14400.0,"33.77,-84.37","33.78,-84.4",,,,33.77,-84.37,1,0,0,0,1,0,0,"{'id': 'a1618577012', 'polyline': None, 'summary_polyline': '}`cmEtj|aOah@dJwTvNBxYoDh@uCbGg@`RcBnByBaCiJhB@t_@uA?pAbFaArAJ`FzAfB}AbH`ArDk@~BnAzc@rHd@'}",False,False,False,False,False,,,5.162,14.0,False,False,,,,,112.4,,,,False,,,,120.5,,,,,,10,,,,,False,,,,,,,,
